410330.875, 4207588.25
410314.203125, 4207622.75
410302.046875, 4207626.25
410304.984375, 4207631.25
410314.71875, 4207633.0
410312.90625, 4207638.75
410343.40625, 4207645.0
410323.84375, 4207650.0
410335.09375, 4207664.0
410302.03125, 4207664.75
410344.609375, 4207665.25
410354.796875, 4207667.75
410313.203125, 4207670.25
410357.4375, 4207673.0
410345.296875, 4207675.25
410334.796875, 4207683.25
410345.65625, 4207685.5
410304.765625, 4207686.75
410353.140625, 4207688.75
410335.015625, 4207692.5
410343.78125, 4207695.5
410312.671875, 4207697.75
410351.9375, 4207697.75
410357.734375, 4207699.0
410333.96875, 4207702.75
410353.296875, 4207718.0
410312.828125, 4207720.75
410323.765625, 4207720.75
410332.53125, 4207723.5
410333.140625, 4207733.25
410342.71875, 4207735.25
410312.84375, 4207739.5
410472.609375, 4207741.5
410322.1875, 4207741.0
410518.203125, 4207741.5
410524.609375, 4207745.5
410529.140625, 4207745.5
410300.828125, 4207746.75
410343.328125, 4207746.25
410475.25, 4207746.25
410350.421875, 4207749.0
410496.078125, 4207750.75
410476.296875, 4207751.25
410502.953125, 4207750.75
410499.03125, 4207751.0
410323.25, 4207751.0
410507.703125, 4207751.5
410512.15625, 4207752.25
410484.84375, 4207753.5
410495.484375, 4207753.75
410529.96875, 4207753.75
410506.796875, 4207755.5
410341.359375, 4207755.25
410533.96875, 4207756.0
410303.171875, 4207757.5
410485.75, 4207759.0
410480.84375, 4207759.5
410526.28125, 4207760.75
410505.671875, 4207761.25
410516.015625, 4207761.25
410505.578125, 4207764.0
410498.796875, 4207760.75
410342.046875, 4207765.0
410513.296875, 4207769.25
410469.21875, 4207770.0
410500.828125, 4207770.0
410485.515625, 4207771.0
410322.484375, 4207771.25
410329.4375, 4207772.75
410476.375, 4207778.75
410329.671875, 4207780.5
410494.421875, 4207781.25
410503.25, 4207780.75
410341.0625, 4207785.25
410522.421875, 4207789.0
410446.1875, 4207789.0
410513.75, 4207790.25
410531.859375, 4207789.75
410455.171875, 4207793.25
410534.03125, 4207794.5
410292.453125, 4207794.75
410445.359375, 4207794.75
410350.125, 4207796.5
410532.3125, 4207797.5
410485.890625, 4207797.5
410446.71875, 4207799.5
410311.109375, 4207798.75
410505.28125, 4207799.0
410330.5, 4207803.0
410527.78125, 4207803.5
410447.171875, 4207807.0
410486.34375, 4207806.5
410504.078125, 4207807.5
410526.109375, 4207809.25
410514.65625, 4207809.25
410437.890625, 4207812.75
410466.265625, 4207814.25
