system:index,field_1,field_2,mean,p25,p50,p75,.geo
00000000000000000000,410343.40625,4207645.0,0.1710911989212036,0.1710911989212036,0.1710911989212036,0.1710911989212036,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,410344.609375,4207665.25,0.12451361864805222,0.12451361864805222,0.12451361864805222,0.12451361864805222,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,410354.796875,4207667.75,0.25228054728358984,0.2705329656600952,0.2705329656600952,0.2705329656600952,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,410357.4375,4207673.0,0.2705329656600952,0.2705329656600952,0.2705329656600952,0.2705329656600952,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,410345.296875,4207675.25,0.12451361864805222,0.12451361864805222,0.12451361864805222,0.12451361864805222,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,410345.65625,4207685.5,0.14308694005012512,0.14308694005012512,0.14308694005012512,0.14308694005012512,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,410353.140625,4207688.75,0.17192686945199964,0.14308694005012512,0.14308694005012512,0.2392200380563736,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,410343.78125,4207695.5,0.14308694005012512,0.14308694005012512,0.14308694005012512,0.14308694005012512,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,410351.9375,4207697.75,0.14308694005012512,0.14308694005012512,0.14308694005012512,0.14308694005012512,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,410357.734375,4207699.0,0.2392200380563736,0.2392200380563736,0.2392200380563736,0.2392200380563736,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,410353.296875,4207718.0,0.16111856698989868,0.12532299757003784,0.12532299757003784,0.2506074905395508,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,410342.71875,4207735.25,0.14492183923721313,0.14492183923721313,0.14492183923721313,0.14492183923721313,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,410343.328125,4207746.25,0.15145261585712433,0.15145261585712433,0.15145261585712433,0.15145261585712433,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,410350.421875,4207749.0,0.15145261585712433,0.15145261585712433,0.15145261585712433,0.15145261585712433,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,410341.359375,4207755.25,0.15145261585712433,0.15145261585712433,0.15145261585712433,0.15145261585712433,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,410342.046875,4207765.0,0.18394248187541962,0.18394248187541962,0.18394248187541962,0.18394248187541962,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff,410342.171875,4207775.25,0.18394248187541962,0.18394248187541962,0.18394248187541962,0.18394248187541962,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,410476.375,4207778.75,0.16943706572055817,0.16943706572055817,0.16943706572055817,0.16943706572055817,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,410503.25,4207780.75,0.18485985696315765,0.18485985696315765,0.18485985696315765,0.18485985696315765,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,410494.421875,4207781.25,0.1599385142326355,0.1599385142326355,0.1599385142326355,0.1599385142326355,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,410536.078125,4207782.25,0.13695214688777924,0.13695214688777924,0.13695214688777924,0.13695214688777924,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,410341.0625,4207785.25,0.12926702201366425,0.12926702201366425,0.12926702201366425,0.12926702201366425,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,410522.421875,4207789.0,0.17907412350177765,0.17907412350177765,0.17907412350177765,0.17907412350177765,"{""type"":""MultiPoint"",""coordinates"":[]}"
