system:index,field_1,field_2,mean,p25,p50,p75,.geo
00000000000000000000,410343.40625,4207645.0,0.1404000073671341,0.1404000073671341,0.1404000073671341,0.1404000073671341,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,410344.609375,4207665.25,0.10588984191417694,0.10588984191417694,0.10588984191417694,0.10588984191417694,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,410354.796875,4207667.75,0.19297303445637226,0.20541349053382874,0.20541349053382874,0.20541349053382874,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,410357.4375,4207673.0,0.20541349053382874,0.20541349053382874,0.20541349053382874,0.20541349053382874,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,410345.296875,4207675.25,0.10588984191417694,0.10588984191417694,0.10588984191417694,0.10588984191417694,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,410345.65625,4207685.5,0.11946902424097061,0.11946902424097061,0.11946902424097061,0.11946902424097061,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,410353.140625,4207688.75,0.13798739090561868,0.11946902424097061,0.11946902424097061,0.1811969131231308,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,410343.78125,4207695.5,0.11946902424097061,0.11946902424097061,0.11946902424097061,0.11946902424097061,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,410351.9375,4207697.75,0.11946902424097061,0.11946902424097061,0.11946902424097061,0.11946902424097061,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,410357.734375,4207699.0,0.1811969131231308,0.1811969131231308,0.1811969131231308,0.1811969131231308,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,410353.296875,4207718.0,0.12914422580174037,0.10991322994232178,0.10991322994232178,0.17722171545028687,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,410342.71875,4207735.25,0.11968313902616501,0.11968313902616501,0.11968313902616501,0.11968313902616501,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,410343.328125,4207746.25,0.13058359920978546,0.13058359920978546,0.13058359920978546,0.13058359920978546,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,410350.421875,4207749.0,0.13058359920978546,0.13058359920978546,0.13058359920978546,0.13058359920978546,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,410341.359375,4207755.25,0.13058359920978546,0.13058359920978546,0.13058359920978546,0.13058359920978546,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,410342.046875,4207765.0,0.14613448083400726,0.14613448083400726,0.14613448083400726,0.14613448083400726,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff,410342.171875,4207775.25,0.14613448083400726,0.14613448083400726,0.14613448083400726,0.14613448083400726,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,410476.375,4207778.75,0.13744273781776428,0.13744273781776428,0.13744273781776428,0.13744273781776428,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,410503.25,4207780.75,0.14089974761009216,0.14089974761009216,0.14089974761009216,0.14089974761009216,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,410494.421875,4207781.25,0.11347707360982895,0.11347707360982895,0.11347707360982895,0.11347707360982895,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,410536.078125,4207782.25,0.17074671387672424,0.17074671387672424,0.17074671387672424,0.17074671387672424,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,410341.0625,4207785.25,0.10860927402973175,0.10860927402973175,0.10860927402973175,0.10860927402973175,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,410522.421875,4207789.0,0.16136164963245392,0.16136164963245392,0.16136164963245392,0.16136164963245392,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,410446.1875,4207789.0,0.19409555196762085,0.19409555196762085,0.19409555196762085,0.19409555196762085,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,410531.859375,4207789.75,0.17074671387672424,0.17074671387672424,0.17074671387672424,0.17074671387672424,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,410513.75,4207790.25,0.1595014767213301,0.16136164963245392,0.16136164963245392,0.16136164963245392,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,410455.171875,4207793.25,0.13109350204467773,0.13109350204467773,0.13109350204467773,0.13109350204467773,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,410534.03125,4207794.5,0.17074671387672424,0.17074671387672424,0.17074671387672424,0.17074671387672424,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,410445.359375,4207794.75,0.19409555196762085,0.19409555196762085,0.19409555196762085,0.19409555196762085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,410435.78125,4207795.0,0.19409555196762085,0.19409555196762085,0.19409555196762085,0.19409555196762085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,410350.125,4207796.5,0.10860927402973175,0.10860927402973175,0.10860927402973175,0.10860927402973175,"{""type"":""MultiPoint"",""coordinates"":[]}"
