system:index,field_1,field_2,mean,p25,p50,p75,.geo
00000000000000000000,412173.1875,4206028.75,0.16689838067843363,0.16458912193775177,0.16458912193775177,0.16458912193775177,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,412187.0,4206030.25,0.14551794528961182,0.14551794528961182,0.14551794528961182,0.14551794528961182,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,412213.375,4206033.75,0.17365028641440652,0.15572169423103333,0.18859077990055084,0.18859077990055084,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,412220.375,4206035.25,0.18859077990055084,0.18859077990055084,0.18859077990055084,0.18859077990055084,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,412236.53125,4206037.75,0.17743170261383057,0.17743170261383057,0.17743170261383057,0.17743170261383057,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,412229.125,4206038.25,0.18215285069667378,0.17743170261383057,0.17743170261383057,0.18859077990055084,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,412244.6875,4206039.75,0.16716215759515762,0.15689261257648468,0.16716215759515762,0.17743170261383057,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,412194.65625,4206040.5,0.14551794528961182,0.14551794528961182,0.14551794528961182,0.14551794528961182,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,412211.53125,4206041.25,0.16198247245379854,0.15572169423103333,0.15572169423103333,0.15572169423103333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102,412254.125,4206041.25,0.15689261257648468,0.15689261257648468,0.15689261257648468,0.15689261257648468,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000121,412280.53125,4206044.5,0.1958791244597662,0.19446930289268494,0.19446930289268494,0.19446930289268494,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9,412229.59375,4206044.75,0.18133737966418265,0.17743170261383057,0.17743170261383057,0.18859077990055084,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,412218.953125,4206045.0,0.18657610497691413,0.18859077990055084,0.18859077990055084,0.18859077990055084,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000120,412270.34375,4206045.0,0.1634900774806738,0.1598138064146042,0.16500383615493774,0.16500383615493774,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,412171.953125,4206046.25,0.15881214663386345,0.14808347821235657,0.16458912193775177,0.16458912193775177,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,412177.453125,4206047.0,0.1567292915923255,0.14808347821235657,0.16458912193775177,0.16458912193775177,"{""type"":""MultiPoint"",""coordinates"":[]}"
